"sujet","trialNo","homo","population","populationC"
"ENG2012",7,1,"ENG",-0.5
"THK0328",8,1,"THK",0.5
"ENG4022",6,1,"ENG",-0.5
"THK0286",1,1,"THK",0.5
"THK0055",5,1,"THK",0.5
"THK0082",4,1,"THK",0.5
"ENG4012",1,1,"ENG",-0.5
"ENG4002",1,1,"ENG",-0.5
"ENG5002",1,0,"ENG",-0.5
"ENG3008",12,1,"ENG",-0.5
"ENG4012",11,1,"ENG",-0.5
"ENG4008",2,1,"ENG",-0.5
"ENG2018",4,1,"ENG",-0.5
"THK0283",9,1,"THK",0.5
"ENG5006",1,1,"ENG",-0.5
"ENG2008",2,1,"ENG",-0.5
"THK0073",8,1,"THK",0.5
"ENG5008",4,1,"ENG",-0.5
"THK0022",10,0,"THK",0.5
"ENG2018",4,1,"ENG",-0.5
"ENG2020",8,1,"ENG",-0.5
"ENG3006",8,1,"ENG",-0.5
"ENG4014",7,1,"ENG",-0.5
"THK0295",12,0,"THK",0.5
"ENG5010",12,1,"ENG",-0.5
"THK0295",0,NA,"THK",0.5
"ENG2002",14,0,"ENG",-0.5
"THK0283",11,1,"THK",0.5
"ENG3004",8,1,"ENG",-0.5
"THK0049",4,1,"THK",0.5
"ENG5004",6,1,"ENG",-0.5
"THK0178",1,0,"THK",0.5
"THK0328",5,1,"THK",0.5
"THK0154",15,NA,"THK",0.5
"ENG5010",1,1,"ENG",-0.5
"ENG5010",9,1,"ENG",-0.5
"ENG4006",5,0,"ENG",-0.5
"ENG2008",14,1,"ENG",-0.5
"ENG4020",4,0,"ENG",-0.5
"ENG4012",13,1,"ENG",-0.5
"ENG5002",15,0,"ENG",-0.5
"ENG2018",0,0,"ENG",-0.5
"ENG2008",2,1,"ENG",-0.5
"THK0250",10,0,"THK",0.5
"ENG2010",13,1,"ENG",-0.5
"THK0331",7,1,"THK",0.5
"THK0283",10,1,"THK",0.5
"THK0286",14,1,"THK",0.5
"ENG4006",10,0,"ENG",-0.5
"ENG3008",3,1,"ENG",-0.5
"THK0076",11,1,"THK",0.5
"ENG2020",3,1,"ENG",-0.5
"THK0073",12,1,"THK",0.5
"ENG2006",14,1,"ENG",-0.5
"ENG3008",5,1,"ENG",-0.5
"ENG2016",15,1,"ENG",-0.5
"THK0046",5,1,"THK",0.5
"ENG2006",12,1,"ENG",-0.5
"THK0283",13,1,"THK",0.5
"THK0076",3,1,"THK",0.5
"THK0178",12,1,"THK",0.5
"ENG4014",1,1,"ENG",-0.5
"ENG2020",14,1,"ENG",-0.5
"ENG4008",0,1,"ENG",-0.5
"THK0331",4,1,"THK",0.5
"ENG4002",3,1,"ENG",-0.5
"THK0136",15,0,"THK",0.5
"ENG3006",1,0,"ENG",-0.5
"ENG2006",4,1,"ENG",-0.5
"THK0283",12,1,"THK",0.5
"ENG4012",11,1,"ENG",-0.5
"ENG2012",5,1,"ENG",-0.5
"ENG5004",1,1,"ENG",-0.5
"ENG2016",6,1,"ENG",-0.5
"ENG2016",5,1,"ENG",-0.5
"THK0193",14,1,"THK",0.5
"THK0076",8,1,"THK",0.5
"THK0076",13,1,"THK",0.5
"THK0049",14,1,"THK",0.5
"ENG4024",7,1,"ENG",-0.5
"ENG4008",15,1,"ENG",-0.5
"THK0022",1,0,"THK",0.5
"THK0286",7,1,"THK",0.5
"ENG2016",8,1,"ENG",-0.5
"THK0286",4,0,"THK",0.5
"ENG2012",4,1,"ENG",-0.5
"ENG4006",5,0,"ENG",-0.5
"THK0193",3,1,"THK",0.5
"THK0193",2,1,"THK",0.5
"ENG2018",8,1,"ENG",-0.5
"ENG2020",14,1,"ENG",-0.5
"THK0250",0,0,"THK",0.5
"ENG4006",5,0,"ENG",-0.5
"THK0049",10,1,"THK",0.5
"ENG4006",7,0,"ENG",-0.5
"ENG3006",11,1,"ENG",-0.5
