"sujet","trialNo","homo","population","populationC"
"ENG5008",7,1,"ENG",-0.5
"ENG3008",15,1,"ENG",-0.5
"ENG4024",0,1,"ENG",-0.5
"THK0250",15,1,"THK",0.5
"ENG2006",7,1,"ENG",-0.5
"ENG4010",1,1,"ENG",-0.5
"ENG5010",7,1,"ENG",-0.5
"THK0073",5,NA,"THK",0.5
"THK0250",2,1,"THK",0.5
"THK0331",4,1,"THK",0.5
"ENG5006",1,1,"ENG",-0.5
"THK0331",13,1,"THK",0.5
"THK0331",13,1,"THK",0.5
"ENG2016",1,1,"ENG",-0.5
"THK0055",15,1,"THK",0.5
"ENG4006",3,0,"ENG",-0.5
"ENG2022",13,1,"ENG",-0.5
"ENG2014",6,1,"ENG",-0.5
"ENG4010",8,1,"ENG",-0.5
"THK0295",12,NA,"THK",0.5
"THK0328",2,1,"THK",0.5
"ENG4018",12,1,"ENG",-0.5
"ENG2020",0,1,"ENG",-0.5
"ENG2014",6,1,"ENG",-0.5
"ENG5004",7,1,"ENG",-0.5
"ENG3004",3,1,"ENG",-0.5
"ENG4014",2,1,"ENG",-0.5
"THK0250",0,1,"THK",0.5
"THK0082",15,1,"THK",0.5
"ENG4012",8,1,"ENG",-0.5
"ENG2020",12,1,"ENG",-0.5
"ENG2010",12,1,"ENG",-0.5
"ENG4020",5,0,"ENG",-0.5
"ENG4024",8,1,"ENG",-0.5
"ENG2022",1,1,"ENG",-0.5
"ENG5004",3,1,"ENG",-0.5
"ENG3006",12,1,"ENG",-0.5
"ENG5004",10,1,"ENG",-0.5
"ENG4002",8,1,"ENG",-0.5
"THK0073",1,1,"THK",0.5
"ENG2008",2,1,"ENG",-0.5
"THK0181",11,1,"THK",0.5
"ENG3008",6,1,"ENG",-0.5
"ENG3008",6,1,"ENG",-0.5
"ENG3004",12,1,"ENG",-0.5
"THK0046",13,1,"THK",0.5
"ENG2016",7,1,"ENG",-0.5
"THK0286",15,1,"THK",0.5
"ENG4014",0,1,"ENG",-0.5
"ENG4016",5,0,"ENG",-0.5
"ENG3004",14,1,"ENG",-0.5
"ENG2022",6,1,"ENG",-0.5
"ENG4002",9,1,"ENG",-0.5
"ENG5002",13,0,"ENG",-0.5
"ENG4008",7,1,"ENG",-0.5
"ENG3004",12,1,"ENG",-0.5
"THK0136",4,0,"THK",0.5
"ENG4022",10,1,"ENG",-0.5
"ENG5002",5,0,"ENG",-0.5
"ENG2018",11,1,"ENG",-0.5
"THK0202",11,1,"THK",0.5
"THK0022",2,NA,"THK",0.5
"ENG2008",0,1,"ENG",-0.5
"ENG2014",2,1,"ENG",-0.5
"ENG4016",2,1,"ENG",-0.5
"ENG2008",12,1,"ENG",-0.5
"ENG4014",5,1,"ENG",-0.5
"ENG3004",15,1,"ENG",-0.5
"ENG2016",4,1,"ENG",-0.5
"THK0136",11,1,"THK",0.5
"THK0022",2,0,"THK",0.5
"ENG2016",6,1,"ENG",-0.5
"ENG2014",9,1,"ENG",-0.5
"ENG2008",0,1,"ENG",-0.5
"ENG4002",9,1,"ENG",-0.5
"ENG2008",15,0,"ENG",-0.5
"ENG2014",11,1,"ENG",-0.5
"THK0049",8,1,"THK",0.5
"ENG4004",11,1,"ENG",-0.5
"THK0154",11,0,"THK",0.5
"ENG4014",10,1,"ENG",-0.5
"THK0136",6,0,"THK",0.5
"THK0328",9,1,"THK",0.5
"ENG4010",8,1,"ENG",-0.5
"ENG4004",7,1,"ENG",-0.5
"ENG2002",12,0,"ENG",-0.5
"THK0022",6,NA,"THK",0.5
"THK0076",7,1,"THK",0.5
"THK0283",15,1,"THK",0.5
"ENG2016",5,1,"ENG",-0.5
"ENG4024",5,1,"ENG",-0.5
"ENG4016",1,1,"ENG",-0.5
"THK0073",3,1,"THK",0.5
"ENG4020",3,0,"ENG",-0.5
"ENG2018",11,1,"ENG",-0.5
"THK0250",9,1,"THK",0.5
"ENG2018",3,1,"ENG",-0.5
"THK0250",11,1,"THK",0.5
"ENG2016",8,1,"ENG",-0.5
"THK0202",2,1,"THK",0.5
"ENG4002",11,1,"ENG",-0.5
"ENG4022",2,1,"ENG",-0.5
