"sujet","trialNo","homo","population","populationC"
"ENG2012",3,1,"ENG",0.5
"THK0328",5,0,"ENG",0.5
"ENG4022",13,1,"ENG",-0.5
"THK0286",15,1,"THK",-0.5
"THK0055",10,1,"ENG",0.5
"THK0082",2,0,"THK",0.5
"ENG4012",7,1,"ENG",-0.5
"ENG4002",12,1,"THK",-0.5
"ENG5002",11,0,"ENG",-0.5
"ENG3008",7,1,"ENG",0.5
"ENG4012",0,1,"THK",-0.5
"ENG4008",4,1,"ENG",-0.5
"ENG2018",5,1,"THK",0.5
"THK0283",13,1,"ENG",-0.5
"ENG5006",14,1,"THK",-0.5
"ENG2008",12,1,"ENG",0.5
"THK0073",12,1,"ENG",-0.5
"ENG5008",12,0,"THK",-0.5
"THK0022",13,1,"THK",-0.5
"ENG2018",3,1,"ENG",-0.5
"ENG2020",6,1,"ENG",-0.5
"ENG3006",12,1,"ENG",-0.5
"ENG4014",9,1,"ENG",-0.5
"THK0295",3,NA,"THK",-0.5
"ENG5010",15,1,"ENG",-0.5
"THK0295",7,0,"THK",-0.5
"ENG2002",2,1,"THK",0.5
"THK0283",2,1,"ENG",-0.5
"ENG3004",0,1,"THK",-0.5
"THK0049",11,1,"ENG",0.5
"ENG5004",3,0,"ENG",-0.5
"THK0178",4,1,"ENG",-0.5
"THK0328",15,1,"ENG",-0.5
"THK0154",10,1,"ENG",0.5
"ENG5010",7,1,"ENG",0.5
"ENG5010",13,0,"THK",0.5
"ENG4006",6,1,"ENG",0.5
"ENG2008",6,0,"ENG",0.5
"ENG4020",2,0,"THK",-0.5
"ENG4012",5,0,"THK",-0.5
"ENG5002",0,1,"THK",-0.5
"ENG2018",14,1,"THK",-0.5
"ENG2008",0,1,"ENG",0.5
"THK0250",12,1,"ENG",-0.5
"ENG2010",4,1,"ENG",-0.5
"THK0331",0,1,"ENG",-0.5
"THK0283",4,0,"ENG",-0.5
"THK0286",2,1,"THK",-0.5
"ENG4006",0,1,"THK",0.5
"ENG3008",3,1,"THK",0.5
"THK0076",3,1,"ENG",-0.5
"ENG2020",5,1,"ENG",0.5
"THK0073",7,1,"THK",0.5
"ENG2006",0,1,"ENG",0.5
"ENG3008",10,1,"ENG",-0.5
"ENG2016",12,1,"THK",-0.5
"THK0046",3,1,"THK",0.5
"ENG2006",2,0,"THK",0.5
"THK0283",7,1,"ENG",-0.5
"THK0076",5,1,"THK",0.5
"THK0178",0,0,"THK",-0.5
"ENG4014",2,1,"ENG",-0.5
"ENG2020",12,1,"ENG",0.5
"ENG4008",11,1,"ENG",-0.5
"THK0331",7,1,"ENG",-0.5
"ENG4002",7,1,"THK",-0.5
"THK0136",5,1,"THK",-0.5
"ENG3006",9,NA,"ENG",0.5
"ENG2006",15,1,"ENG",-0.5
"THK0283",5,NA,"THK",0.5
"ENG4012",5,1,"ENG",-0.5
"ENG2012",0,1,"THK",-0.5
"ENG5004",5,1,"ENG",-0.5
"ENG2016",6,1,"THK",-0.5
"ENG2016",5,1,"ENG",-0.5
"THK0193",6,1,"ENG",-0.5
"THK0076",8,1,"THK",-0.5
"THK0076",11,1,"THK",-0.5
"THK0049",1,1,"THK",0.5
"ENG4024",7,0,"ENG",-0.5
"ENG4008",9,1,"ENG",-0.5
"THK0022",9,1,"THK",-0.5
"THK0286",9,1,"ENG",0.5
"ENG2016",8,1,"ENG",0.5
"THK0286",3,1,"THK",-0.5
"ENG2012",2,1,"ENG",0.5
"ENG4006",6,1,"ENG",0.5
"THK0193",8,1,"THK",0.5
"THK0193",3,NA,"ENG",-0.5
"ENG2018",13,1,"THK",-0.5
"ENG2020",15,1,"ENG",0.5
"THK0250",1,0,"THK",-0.5
"ENG4006",3,1,"ENG",-0.5
"THK0049",2,1,"ENG",-0.5
"ENG4006",0,1,"ENG",0.5
"ENG3006",15,1,"THK",-0.5
