"sujet","trialNo","homo","population","populationC"
"ENG3008",7,1,"ENG",-0.5
"ENG4024",6,1,"ENG",-0.5
"THK0250",3,1,"THK",0.5
"ENG2006",4,1,"ENG",-0.5
"ENG4010",15,1,"ENG",-0.5
"ENG5010",14,1,"ENG",-0.5
"THK0073",12,0,"THK",0.5
"THK0250",1,1,"THK",0.5
"THK0331",3,1,"THK",0.5
"ENG5006",2,1,"ENG",-0.5
"THK0331",3,1,"THK",0.5
"THK0331",4,1,"THK",0.5
"ENG2016",6,1,"ENG",-0.5
"THK0055",2,1,"THK",0.5
"ENG4006",9,NA,"ENG",-0.5
"ENG2022",8,1,"ENG",-0.5
"ENG2014",10,1,"ENG",-0.5
"ENG4010",0,0,"ENG",-0.5
"THK0295",3,0,"THK",0.5
"THK0328",10,1,"THK",0.5
"ENG4018",11,1,"ENG",-0.5
"ENG2020",13,1,"ENG",-0.5
"ENG2014",15,1,"ENG",-0.5
"ENG5004",8,1,"ENG",-0.5
"ENG3004",2,1,"ENG",-0.5
"ENG4014",6,1,"ENG",-0.5
"THK0250",1,1,"THK",0.5
"THK0082",9,1,"THK",0.5
"ENG4012",10,1,"ENG",-0.5
"ENG2020",13,1,"ENG",-0.5
"ENG2010",3,1,"ENG",-0.5
"ENG4020",15,0,"ENG",-0.5
"ENG4024",1,1,"ENG",-0.5
"ENG2022",10,1,"ENG",-0.5
"ENG5004",14,1,"ENG",-0.5
"ENG3006",0,0,"ENG",-0.5
"ENG5004",8,1,"ENG",-0.5
"ENG4002",4,1,"ENG",-0.5
"THK0073",2,NA,"THK",0.5
"ENG2008",7,1,"ENG",-0.5
"THK0181",4,1,"THK",0.5
"ENG3008",11,1,"ENG",-0.5
"ENG3008",10,1,"ENG",-0.5
"ENG3004",5,1,"ENG",-0.5
"THK0046",3,1,"THK",0.5
"ENG2016",0,1,"ENG",-0.5
"THK0286",9,1,"THK",0.5
"ENG4014",5,1,"ENG",-0.5
"ENG4016",4,0,"ENG",-0.5
"ENG3004",10,1,"ENG",-0.5
"ENG2022",15,1,"ENG",-0.5
"ENG4002",8,1,"ENG",-0.5
"ENG5002",14,0,"ENG",-0.5
"ENG4008",4,1,"ENG",-0.5
"ENG3004",10,1,"ENG",-0.5
"THK0136",14,0,"THK",0.5
"ENG4022",9,1,"ENG",-0.5
"ENG5002",2,0,"ENG",-0.5
"ENG2018",8,1,"ENG",-0.5
"THK0202",4,1,"THK",0.5
"THK0022",11,NA,"THK",0.5
"ENG2008",12,NA,"ENG",-0.5
"ENG2014",4,1,"ENG",-0.5
"ENG4016",3,0,"ENG",-0.5
"ENG2008",2,0,"ENG",-0.5
"ENG4014",2,1,"ENG",-0.5
"ENG3004",12,1,"ENG",-0.5
"ENG2016",1,1,"ENG",-0.5
"THK0136",12,0,"THK",0.5
"THK0022",8,0,"THK",0.5
"ENG2016",1,1,"ENG",-0.5
"ENG2014",14,1,"ENG",-0.5
"ENG2008",13,1,"ENG",-0.5
"ENG4002",6,1,"ENG",-0.5
"ENG2008",0,0,"ENG",-0.5
"ENG2014",6,1,"ENG",-0.5
"THK0049",2,1,"THK",0.5
"ENG4004",2,1,"ENG",-0.5
"THK0154",2,0,"THK",0.5
"ENG4014",2,1,"ENG",-0.5
"THK0136",13,0,"THK",0.5
"THK0328",9,1,"THK",0.5
"ENG4010",1,0,"ENG",-0.5
"ENG4004",4,1,"ENG",-0.5
"ENG2002",3,NA,"ENG",-0.5
"THK0022",3,0,"THK",0.5
"THK0076",14,1,"THK",0.5
"THK0283",5,1,"THK",0.5
"ENG2016",1,1,"ENG",-0.5
"ENG4024",4,1,"ENG",-0.5
"ENG4016",9,1,"ENG",-0.5
"THK0073",3,1,"THK",0.5
"ENG4020",13,0,"ENG",-0.5
"ENG2018",9,1,"ENG",-0.5
"THK0250",2,1,"THK",0.5
"ENG2018",13,1,"ENG",-0.5
"THK0250",1,1,"THK",0.5
"ENG2016",6,1,"ENG",-0.5
"THK0202",9,1,"THK",0.5
"ENG4002",1,1,"ENG",-0.5
"ENG4022",7,1,"ENG",-0.5
